order_item_id,order_id,product_id,quantity,unit_price
ITEM0005751,ORD002337,PROD0135,3,427.2
ITEM0005752,ORD002338,PROD0022,3,380.56
ITEM0005753,ORD002338,PROD0122,2,484.26
ITEM0005754,ORD002338,PROD0112,2,308.35
ITEM0005755,ORD002338,PROD0094,4,393.51
ITEM0005756,ORD002339,PROD0141,5,19.31
ITEM0005757,ORD002339,PROD0046,3,207.44
ITEM0005758,ORD002340,PROD0050,3,235.27
ITEM0005759,ORD002340,PROD0090,5,51.56
ITEM0005760,ORD002340,PROD0105,4,308.26
ITEM0005761,ORD002341,PROD0134,1,192.47
ITEM0005762,ORD002341,PROD0063,1,665.26
ITEM0005763,ORD002342,PROD0081,1,318.7
ITEM0005764,ORD002342,PROD0104,1,66.01
ITEM0005765,ORD002342,PROD0080,1,392.58
ITEM0005766,ORD002342,PROD0090,5,51.56
ITEM0005767,ORD002343,PROD0112,5,308.35
ITEM0005768,ORD002343,PROD0021,4,487.35
ITEM0005769,ORD002343,PROD0055,3,408.1
ITEM0005770,ORD002343,PROD0115,2,431.33
ITEM0005771,ORD002344,PROD0051,5,294.17
ITEM0005772,ORD002344,PROD0123,4,95.95
ITEM0005773,ORD002345,PROD0056,3,249.02
ITEM0005774,ORD002345,PROD0125,4,377.98
ITEM0005775,ORD002346,PROD0003,3,4.27
ITEM0005776,ORD002346,PROD0082,1,196.55
ITEM0005777,ORD002346,PROD0001,5,342.2
ITEM0005778,ORD002347,PROD0105,1,308.26
ITEM0005779,ORD002347,PROD0097,3,53.1
ITEM0005780,ORD002348,PROD0100,3,208.15
ITEM0005781,ORD002348,PROD0112,5,308.35
ITEM0005782,ORD002349,PROD0093,2,573.11
ITEM0005783,ORD002349,PROD0116,5,366.52
ITEM0005784,ORD002349,PROD0030,5,314.5
ITEM0005785,ORD002350,PROD0123,3,95.95
ITEM0005786,ORD002350,PROD0065,1,153.97
ITEM0005787,ORD002350,PROD0124,5,173.3
ITEM0005788,ORD002351,PROD0086,2,203.78
ITEM0005789,ORD002351,PROD0096,5,321.49
ITEM0005790,ORD002351,PROD0127,1,9.71
ITEM0005791,ORD002351,PROD0138,3,43.7
ITEM0005792,ORD002352,PROD0009,1,138.45
ITEM0005793,ORD002352,PROD0083,2,306.64
ITEM0005794,ORD002352,PROD0146,4,292.2
ITEM0005795,ORD002353,PROD0052,2,436.28
ITEM0005796,ORD002353,PROD0096,4,321.49
ITEM0005797,ORD002354,PROD0041,5,-438.01
ITEM0005798,ORD002354,PROD0129,4,246.64
ITEM0005799,ORD002354,PROD0048,3,277.49
ITEM0005800,ORD002354,PROD0031,5,15.13
ITEM0005801,ORD002355,PROD0121,4,287.5
ITEM0005802,ORD002356,PROD0106,5,508.9
ITEM0005803,ORD002356,PROD0007,3,248.82
ITEM0005804,ORD002356,PROD0146,1,292.2
ITEM0005805,ORD002356,PROD0128,3,403.21
ITEM0005806,ORD002357,PROD0021,1,487.35
ITEM0005807,ORD002358,PROD0115,2,431.33
ITEM0005808,ORD002358,PROD0133,1,317.22
ITEM0005809,ORD002359,PROD0018,4,119.66
ITEM0005810,ORD002360,PROD0081,5,318.7
ITEM0005811,ORD002360,PROD0142,4,347.19
ITEM0005812,ORD002360,PROD0024,5,594.24
ITEM0005813,ORD002361,PROD0094,2,393.51
ITEM0005814,ORD002362,PROD0009,3,138.45
ITEM0005815,ORD002362,PROD0117,1,130.11
ITEM0005816,ORD002362,PROD0007,2,248.82
ITEM0005817,ORD002363,PROD0008,3,174.9
ITEM0005818,ORD002363,PROD0047,5,288.09
ITEM0005819,ORD002363,PROD0124,5,173.3
ITEM0005820,ORD002363,PROD0134,4,192.47
ITEM0005821,ORD002364,PROD0136,4,485.57
ITEM0005822,ORD002364,PROD0056,5,249.02
ITEM0005823,ORD002364,PROD0009,5,138.45
ITEM0005824,ORD002365,PROD0106,4,508.9
ITEM0005825,ORD002365,PROD0012,3,589.04
ITEM0005826,ORD002365,PROD0103,2,305.68
ITEM0005827,ORD002366,PROD0124,3,173.3
ITEM0005828,ORD002366,PROD0034,5,303.7
ITEM0005829,ORD002366,PROD0091,5,161.11
ITEM0005830,ORD002366,PROD0004,3,129.15
ITEM0005831,ORD002367,PROD0093,1,573.11
ITEM0005832,ORD002367,PROD0121,1,287.5
ITEM0005833,ORD002367,PROD0039,3,410.66
ITEM0005834,ORD002368,PROD0004,1,129.15
ITEM0005835,ORD002368,PROD0134,4,192.47
ITEM0005836,ORD002368,PROD0031,3,15.13
ITEM0005837,ORD002368,PROD0110,3,39.23
ITEM0005838,ORD002369,PROD0034,1,303.7
ITEM0005839,ORD002369,PROD0123,5,95.95
ITEM0005840,ORD002370,PROD0086,3,203.78
ITEM0005841,ORD002370,PROD0112,5,308.35
ITEM0005842,ORD002371,PROD0104,4,66.01
ITEM0005843,ORD002371,PROD0075,3,383.73
ITEM0005844,ORD002372,PROD0061,1,683.51
ITEM0005845,ORD002372,PROD0090,2,51.56
ITEM0005846,ORD002373,PROD0011,1,325.01
ITEM0005847,ORD002374,PROD0127,3,9.71
ITEM0005848,ORD002374,PROD0043,1,251.98
ITEM0005849,ORD002374,PROD0081,5,318.7
ITEM0005850,ORD002374,PROD0027,1,356.31
ITEM0005851,ORD002375,PROD0058,1,356.49
ITEM0005852,ORD002376,PROD0141,3,19.31
ITEM0005853,ORD002376,PROD0025,3,23.62
ITEM0005854,ORD002377,PROD0090,4,51.56
ITEM0005855,ORD002377,PROD0057,5,632.78
ITEM0005856,ORD002378,PROD0126,1,263.88
ITEM0005857,ORD002378,PROD0072,5,226.81
ITEM0005858,ORD002378,PROD0094,4,393.51
ITEM0005859,ORD002379,PROD0010,1,488.99
ITEM0005860,ORD002379,PROD0072,3,226.81
ITEM0005861,ORD002379,PROD0045,3,66.57
ITEM0005862,ORD002379,PROD0098,1,351.41
ITEM0005863,ORD002380,PROD0107,3,462.67
ITEM0005864,ORD002380,PROD0074,5,122.74
ITEM0005865,ORD002381,PROD0130,2,421.1
ITEM0005866,ORD002381,PROD0125,5,377.98
ITEM0005867,ORD002381,PROD0110,5,39.23
ITEM0005868,ORD002382,PROD0001,3,342.2
ITEM0005869,ORD002382,PROD0125,-3,377.98
ITEM0005870,ORD002382,PROD0073,1,241.62
ITEM0005871,ORD002382,PROD0031,2,15.13
ITEM0005872,ORD002383,PROD0040,3,508.7
ITEM0005873,ORD002383,PROD0023,3,414.75
ITEM0005874,ORD002383,PROD0054,5,135.13
ITEM0005875,ORD002383,PROD0137,2,447.4
ITEM0005876,ORD002384,PROD0103,1,305.68
ITEM0005877,ORD002384,PROD0139,5,135.03
ITEM0005878,ORD002384,PROD0129,4,246.64
ITEM0005879,ORD002385,PROD0055,5,408.1
ITEM0005880,ORD002385,PROD0126,2,263.88
ITEM0005881,ORD002386,PROD0115,4,431.33
ITEM0005882,ORD002386,PROD0110,3,39.23
ITEM0005883,ORD002387,PROD0138,5,43.7
ITEM0005884,ORD002387,PROD0115,3,431.33
ITEM0005885,ORD002387,PROD0118,1,58.39
ITEM0005886,ORD002387,PROD0076,4,277.07
ITEM0005887,ORD002388,PROD0085,2,602.46
ITEM0005888,ORD002389,PROD0009,1,138.45
ITEM0005889,ORD002389,PROD0049,2,106.04
ITEM0005890,ORD002390,PROD0142,2,347.19
ITEM0005891,ORD002390,PROD0137,3,447.4
ITEM0005892,ORD002391,PROD0072,2,226.81
ITEM0005893,ORD002391,PROD0139,1,135.03
ITEM0005894,ORD002391,PROD0003,5,4.27
ITEM0005895,ORD002391,PROD0041,5,438.01
ITEM0005896,ORD002392,PROD0145,5,359.48
ITEM0005897,ORD002392,PROD0124,2,173.3
ITEM0005898,ORD002393,PROD0110,2,39.23
ITEM0005899,ORD002393,PROD0004,1,129.15
ITEM0005900,ORD002393,PROD0129,2,246.64
ITEM0005901,ORD002393,PROD0108,2,332.49
ITEM0005902,ORD002394,PROD0087,5,193.52
ITEM0005903,ORD002394,PROD0027,4,356.31
ITEM0005904,ORD002395,PROD0016,5,30.39
ITEM0005905,ORD002396,PROD0102,2,266.91
ITEM0005906,ORD002397,PROD0048,4,277.49
ITEM0005907,ORD002397,PROD0109,5,126.44
ITEM0005908,ORD002397,PROD0136,4,485.57
ITEM0005909,ORD002398,PROD0121,1,287.5
ITEM0005910,ORD002398,PROD0051,1,294.17
ITEM0005911,ORD002399,PROD0007,3,248.82
ITEM0005912,ORD002399,PROD0014,4,16.7
ITEM0005913,ORD002400,PROD0127,3,9.71
ITEM0005914,ORD002400,PROD0074,5,122.74
ITEM0005915,ORD002400,PROD0132,5,316.5
ITEM0005916,ORD002401,PROD0040,2,508.7
ITEM0005917,ORD002401,PROD0054,2,135.13
ITEM0005918,ORD002402,PROD0141,4,19.31
ITEM0005919,ORD002402,PROD0076,2,277.07
ITEM0005920,ORD002403,PROD0117,1,130.11
ITEM0005921,ORD002403,PROD0140,5,496.11
ITEM0005922,ORD002403,PROD0014,4,16.7
ITEM0005923,ORD002404,PROD0005,5,196.98
ITEM0005924,ORD002404,PROD0072,1,226.81
ITEM0005925,ORD002404,PROD0087,4,193.52
ITEM0005926,ORD002405,PROD0025,2,23.62
ITEM0005927,ORD002405,PROD0020,-5,124.89
ITEM0005928,ORD002406,PROD0068,1,422.88
ITEM0005929,ORD002406,PROD0005,5,196.98
ITEM0005930,ORD002406,PROD0030,2,-314.5
ITEM0005931,ORD002406,PROD0013,4,196.91
ITEM0005932,ORD002407,PROD0100,3,208.15
ITEM0005933,ORD002408,PROD0014,2,16.7
ITEM0005934,ORD002408,PROD0141,1,19.31
ITEM0005935,ORD002408,PROD0040,5,508.7
ITEM0005936,ORD002409,PROD0008,5,174.9
ITEM0005937,ORD002409,PROD0142,3,347.19
ITEM0005938,ORD002409,PROD0019,2,443.45
ITEM0005939,ORD002410,PROD0121,4,287.5
ITEM0005940,ORD002411,PROD0135,4,427.2
ITEM0005941,ORD002411,PROD0097,4,53.1
ITEM0005942,ORD002412,PROD0115,3,431.33
ITEM0005943,ORD002412,PROD0113,1,320.56
ITEM0005944,ORD002412,PROD0114,3,45.61
ITEM0005945,ORD002413,PROD0090,3,51.56
ITEM0005946,ORD002413,PROD0042,5,394.4
ITEM0005947,ORD002413,PROD0101,5,182.81
ITEM0005948,ORD002413,PROD0032,4,172.77
ITEM0005949,ORD002414,PROD0024,1,594.24
ITEM0005950,ORD002415,PROD0094,4,393.51
ITEM0005951,ORD002415,PROD0079,2,61.84
ITEM0005952,ORD002415,PROD0107,4,462.67
ITEM0005953,ORD002416,PROD0103,1,305.68
ITEM0005954,ORD002416,PROD0083,1,-306.64
ITEM0005955,ORD002416,PROD0080,1,392.58
ITEM0005956,ORD002416,PROD0082,4,196.55
ITEM0005957,ORD002417,PROD0030,1,314.5
ITEM0005958,ORD002418,PROD0117,2,130.11
ITEM0005959,ORD002419,PROD0067,5,363.03
ITEM0005960,ORD002419,PROD0004,3,129.15
ITEM0005961,ORD002419,PROD0008,4,174.9
ITEM0005962,ORD002419,PROD0017,4,234.28
ITEM0005963,ORD002420,PROD0053,3,292.19
ITEM0005964,ORD002420,PROD0070,1,271.29
ITEM0005965,ORD002420,PROD0045,4,66.57
ITEM0005966,ORD002421,PROD0033,1,470.6
ITEM0005967,ORD002421,PROD0059,3,254.01
ITEM0005968,ORD002422,PROD0058,5,356.49
ITEM0005969,ORD002423,PROD0061,4,683.51
ITEM0005970,ORD002423,PROD0072,4,226.81
ITEM0005971,ORD002424,PROD0149,4,139.28
ITEM0005972,ORD002424,PROD0081,3,318.7
ITEM0005973,ORD002424,PROD0003,2,4.27
ITEM0005974,ORD002425,PROD0062,5,355.88
ITEM0005975,ORD002425,PROD0027,4,356.31
ITEM0005976,ORD002425,PROD0004,3,129.15
ITEM0005977,ORD002425,PROD0128,1,403.21
ITEM0005978,ORD002426,PROD0072,3,226.81
ITEM0005979,ORD002426,PROD0073,3,241.62
ITEM0005980,ORD002426,PROD0126,5,263.88
ITEM0005981,ORD002427,PROD0040,1,508.7
ITEM0005982,ORD002427,PROD0093,4,573.11
ITEM0005983,ORD002427,PROD0062,3,355.88
ITEM0005984,ORD002428,PROD0133,3,317.22
ITEM0005985,ORD002429,PROD0044,3,474.28
ITEM0005986,ORD002429,PROD0145,3,359.48
ITEM0005987,ORD002429,PROD0006,5,98.27
ITEM0005988,ORD002430,PROD0130,5,421.1
ITEM0005989,ORD002430,PROD0013,3,196.91
ITEM0005990,ORD002430,PROD0102,1,266.91
ITEM0005991,ORD002430,PROD0053,3,292.19
ITEM0005992,ORD002431,PROD0131,5,130.48
ITEM0005993,ORD002432,PROD0039,1,410.66
ITEM0005994,ORD002433,PROD0054,1,135.13
ITEM0005995,ORD002433,PROD0062,4,-355.88
ITEM0005996,ORD002434,PROD0045,1,66.57
ITEM0005997,ORD002434,PROD0118,4,58.39
ITEM0005998,ORD002434,PROD0030,2,314.5
ITEM0005999,ORD002434,PROD0067,2,363.03
ITEM0006000,ORD002435,PROD0004,2,129.15
ITEM0006001,ORD002435,PROD0065,4,153.97
ITEM0006002,ORD002436,PROD0037,3,540.32
ITEM0006003,ORD002436,PROD0088,3,51.09
ITEM0006004,ORD002436,PROD0013,1,196.91
ITEM0006005,ORD002437,PROD0127,2,9.71
ITEM0006006,ORD002437,PROD0058,3,356.49
ITEM0006007,ORD002437,PROD0102,1,266.91
ITEM0006008,ORD002437,PROD0076,1,277.07
ITEM0006009,ORD002438,PROD0062,2,355.88
ITEM0006010,ORD002439,PROD0067,5,363.03
ITEM0006011,ORD002439,PROD0104,3,66.01
ITEM0006012,ORD002440,PROD0059,1,254.01
ITEM0006013,ORD002440,PROD0044,5,474.28
ITEM0006014,ORD002441,PROD0150,2,88.94
ITEM0006015,ORD002441,PROD0027,3,356.31
ITEM0006016,ORD002442,PROD0058,1,356.49
ITEM0006017,ORD002443,PROD0133,1,317.22
ITEM0006018,ORD002444,PROD0020,5,124.89
ITEM0006019,ORD002444,PROD0115,5,431.33
ITEM0006020,ORD002445,PROD0113,1,320.56
ITEM0006021,ORD002445,PROD0060,4,497.77
ITEM0006022,ORD002445,PROD0140,3,496.11
ITEM0006023,ORD002446,PROD0004,3,129.15
ITEM0006024,ORD002446,PROD0083,2,306.64
ITEM0006025,ORD002446,PROD0060,5,497.77
ITEM0006026,ORD002446,PROD0092,5,557.9
ITEM0006027,ORD002447,PROD0015,3,442.7
ITEM0006028,ORD002447,PROD0035,5,27.57
ITEM0006029,ORD002447,PROD0137,5,447.4
ITEM0006030,ORD002448,PROD0026,2,585.88
ITEM0006031,ORD002448,PROD0083,1,306.64
ITEM0006032,ORD002448,PROD0061,4,683.51
ITEM0006033,ORD002449,PROD0111,1,408.22
ITEM0006034,ORD002450,PROD0126,1,263.88
ITEM0006035,ORD002450,PROD0053,1,292.19
ITEM0006036,ORD002451,PROD0008,1,174.9
ITEM0006037,ORD002451,PROD0107,1,462.67
ITEM0006038,ORD002452,PROD0025,2,23.62
ITEM0006039,ORD002452,PROD0101,3,182.81
ITEM0006040,ORD002453,PROD0016,2,30.39
ITEM0006041,ORD002453,PROD0109,3,126.44
ITEM0006042,ORD002453,PROD0085,4,602.46
ITEM0006043,ORD002454,PROD0089,4,289.58
ITEM0006044,ORD002455,PROD0003,5,4.27
ITEM0006045,ORD002455,PROD0138,4,43.7
ITEM0006046,ORD002455,PROD0026,3,585.88
ITEM0006047,ORD002456,PROD0115,3,431.33
ITEM0006048,ORD002457,PROD0095,3,271.32
ITEM0006049,ORD002458,PROD0101,4,182.81
ITEM0006050,ORD002459,PROD0021,3,487.35
ITEM0006051,ORD002459,PROD0078,4,57.56
ITEM0006052,ORD002459,PROD0009,1,138.45
ITEM0006053,ORD002460,PROD0002,1,112.42
ITEM0006054,ORD002460,PROD0013,3,196.91
ITEM0006055,ORD002460,PROD0004,3,129.15
ITEM0006056,ORD002461,PROD0090,1,51.56
ITEM0006057,ORD002461,PROD0044,5,474.28
ITEM0006058,ORD002461,PROD0093,4,573.11
ITEM0006059,ORD002461,PROD0105,4,308.26
ITEM0006060,ORD002462,PROD0021,1,487.35
ITEM0006061,ORD002462,PROD0023,4,414.75
ITEM0006062,ORD002462,PROD0130,3,421.1
ITEM0006063,ORD002463,PROD0062,1,355.88
ITEM0006064,ORD002463,PROD0028,1,463.5
ITEM0006065,ORD002463,PROD0087,4,193.52
ITEM0006066,ORD002464,PROD0026,2,585.88
ITEM0006067,ORD002464,PROD0011,2,325.01
ITEM0006068,ORD002465,PROD0026,3,585.88
ITEM0006069,ORD002465,PROD0106,3,508.9
ITEM0006070,ORD002465,PROD0131,5,130.48
ITEM0006071,ORD002465,PROD0066,3,370.45
ITEM0006072,ORD002466,PROD0023,2,414.75
ITEM0006073,ORD002467,PROD0041,5,438.01
ITEM0006074,ORD002467,PROD0149,3,139.28
ITEM0006075,ORD002467,PROD0118,5,58.39
ITEM0006076,ORD002467,PROD0084,1,464.44
ITEM0006077,ORD002468,PROD0149,3,139.28
ITEM0006078,ORD002468,PROD0040,5,508.7
ITEM0006079,ORD002469,PROD0108,2,332.49
ITEM0006080,ORD002469,PROD0066,2,370.45
ITEM0006081,ORD002469,PROD0147,1,570.65
ITEM0006082,ORD002469,PROD0121,4,287.5
ITEM0006083,ORD002470,PROD0118,1,58.39
ITEM0006084,ORD002470,PROD0111,1,408.22
ITEM0006085,ORD002470,PROD0109,2,126.44
ITEM0006086,ORD002470,PROD0103,3,305.68
ITEM0006087,ORD002471,PROD0004,4,129.15
ITEM0006088,ORD002471,PROD0136,3,485.57
ITEM0006089,ORD002471,PROD0091,2,161.11
ITEM0006090,ORD002471,PROD0108,4,332.49
ITEM0006091,ORD002472,PROD0070,1,271.29
ITEM0006092,ORD002473,PROD0022,3,380.56
ITEM0006093,ORD002474,PROD0118,3,58.39
ITEM0006094,ORD002474,PROD0083,4,306.64
ITEM0006095,ORD002474,PROD0034,5,303.7
ITEM0006096,ORD002475,PROD0105,3,-308.26
ITEM0006097,ORD002475,PROD0054,3,135.13
ITEM0006098,ORD002475,PROD0062,3,355.88
ITEM0006099,ORD002475,PROD0087,4,193.52
ITEM0006100,ORD002476,PROD0122,5,484.26
ITEM0006101,ORD002476,PROD0100,5,208.15
ITEM0006102,ORD002477,PROD0104,4,66.01
ITEM0006103,ORD002477,PROD0006,2,98.27
ITEM0006104,ORD002477,PROD0061,3,683.51
ITEM0006105,ORD002477,PROD0105,5,308.26
ITEM0006106,ORD002478,PROD0124,5,173.3
ITEM0006107,ORD002479,PROD0135,4,427.2
ITEM0006108,ORD002479,PROD0066,5,370.45
ITEM0006109,ORD002479,PROD0036,4,33.3
ITEM0006110,ORD002479,PROD0072,5,226.81
ITEM0006111,ORD002480,PROD0089,1,289.58
ITEM0006112,ORD002480,PROD0010,4,488.99
ITEM0006113,ORD002481,PROD0123,1,95.95
ITEM0006114,ORD002482,PROD0037,2,540.32
ITEM0006115,ORD002483,PROD0072,1,226.81
ITEM0006116,ORD002483,PROD0073,4,241.62
ITEM0006117,ORD002484,PROD0108,2,332.49
ITEM0006118,ORD002484,PROD0068,2,422.88
ITEM0006119,ORD002484,PROD0011,1,325.01
ITEM0006120,ORD002485,PROD0049,2,106.04
ITEM0006121,ORD002486,PROD0149,5,139.28
ITEM0006122,ORD002486,PROD0065,2,153.97
ITEM0006123,ORD002486,PROD0040,4,508.7
ITEM0006124,ORD002486,PROD0056,3,249.02
ITEM0006125,ORD002487,PROD0062,1,-355.88
ITEM0006126,ORD002487,PROD0079,2,61.84
ITEM0006127,ORD002487,PROD0141,2,19.31
ITEM0006128,ORD002487,PROD0084,4,464.44
ITEM0006129,ORD002488,PROD0091,4,161.11
ITEM0006130,ORD002488,PROD0051,3,294.17
ITEM0006131,ORD002488,PROD0041,3,438.01
ITEM0006132,ORD002489,PROD0125,5,377.98
ITEM0006133,ORD002489,PROD0062,1,355.88
ITEM0006134,ORD002489,PROD0131,4,130.48
ITEM0006135,ORD002489,PROD0135,4,427.2
ITEM0006136,ORD002490,PROD0005,2,196.98
ITEM0006137,ORD002490,PROD0114,4,45.61
ITEM0006138,ORD002490,PROD0098,3,351.41
ITEM0006139,ORD002491,PROD0005,1,196.98
ITEM0006140,ORD002491,PROD0074,1,122.74
ITEM0006141,ORD002492,PROD0117,2,130.11
ITEM0006142,ORD002492,PROD0015,1,442.7
ITEM0006143,ORD002493,PROD0095,1,271.32
ITEM0006144,ORD002493,PROD0054,1,135.13
ITEM0006145,ORD002494,PROD0123,1,95.95
ITEM0006146,ORD002494,PROD0015,4,442.7
ITEM0006147,ORD002495,PROD0060,4,497.77
ITEM0006148,ORD002495,PROD0002,5,112.42
ITEM0006149,ORD002495,PROD0048,1,277.49
ITEM0006150,ORD002495,PROD0027,1,356.31
ITEM0006151,ORD002496,PROD0142,5,347.19
ITEM0006152,ORD002497,PROD0107,1,462.67
ITEM0006153,ORD002498,PROD0014,3,16.7
ITEM0006154,ORD002498,PROD0044,1,474.28
ITEM0006155,ORD002498,PROD0081,1,318.7
ITEM0006156,ORD002498,PROD0022,1,380.56
ITEM0006157,ORD002499,PROD0018,5,119.66
ITEM0006158,ORD002499,PROD0029,4,93.87
ITEM0006159,ORD002500,PROD0127,4,9.71
ITEM0006160,ORD002500,PROD0125,5,377.98
ITEM0006161,ORD002500,PROD0112,2,308.35
ITEM0006162,ORD002501,PROD0015,5,442.7
ITEM0006163,ORD002501,PROD0100,4,208.15
ITEM0006164,ORD002501,PROD0068,1,422.88
ITEM0006165,ORD002502,PROD0098,1,351.41
ITEM0006166,ORD002503,PROD0091,5,161.11
ITEM0006167,ORD002503,PROD0126,5,263.88
ITEM0006168,ORD002503,PROD0011,1,325.01
ITEM0006169,ORD002504,PROD0067,4,363.03
ITEM0006170,ORD002504,PROD0038,5,216.74
ITEM0006171,ORD002505,PROD0132,5,316.5
ITEM0006172,ORD002505,PROD0107,4,462.67
ITEM0006173,ORD002505,PROD0046,1,207.44
ITEM0006174,ORD002505,PROD0106,5,508.9
ITEM0006175,ORD002506,PROD0113,1,320.56
ITEM0006176,ORD002507,PROD0040,4,508.7
ITEM0006177,ORD002507,PROD0058,3,356.49
ITEM0006178,ORD002507,PROD0120,1,261.92
ITEM0006179,ORD002507,PROD0101,4,182.81
ITEM0006180,ORD002508,PROD0002,4,112.42
ITEM0006181,ORD002509,PROD0112,4,308.35
ITEM0006182,ORD002509,PROD0027,4,356.31
ITEM0006183,ORD002509,PROD0136,5,485.57
ITEM0006184,ORD002509,PROD0110,2,39.23
ITEM0006185,ORD002510,PROD0029,2,93.87
ITEM0006186,ORD002510,PROD0093,3,573.11
ITEM0006187,ORD002511,PROD0135,5,427.2
ITEM0006188,ORD002512,PROD0074,5,122.74
ITEM0006189,ORD002512,PROD0120,5,261.92
ITEM0006190,ORD002512,PROD0101,2,182.81
ITEM0006191,ORD002513,PROD0004,5,129.15
ITEM0006192,ORD002514,PROD0104,2,66.01
ITEM0006193,ORD002515,PROD0096,5,321.49
ITEM0006194,ORD002515,PROD0087,1,193.52
ITEM0006195,ORD002516,PROD0039,5,410.66
ITEM0006196,ORD002516,PROD0147,2,570.65
ITEM0006197,ORD002516,PROD0104,2,66.01
ITEM0006198,ORD002516,PROD0089,4,289.58
ITEM0006199,ORD002517,PROD0084,3,464.44
ITEM0006200,ORD002517,PROD0071,1,402.73
ITEM0006201,ORD002518,PROD0025,1,23.62
ITEM0006202,ORD002518,PROD0138,1,43.7
ITEM0006203,ORD002518,PROD0052,3,436.28
ITEM0006204,ORD002518,PROD0074,2,122.74
ITEM0006205,ORD002519,PROD0016,1,30.39
ITEM0006206,ORD002519,PROD0058,4,356.49
ITEM0006207,ORD002519,PROD0081,5,318.7
ITEM0006208,ORD002519,PROD0107,4,462.67
ITEM0006209,ORD002520,PROD0142,3,347.19
ITEM0006210,ORD002520,PROD0063,5,665.26
ITEM0006211,ORD002520,PROD0015,4,442.7
ITEM0006212,ORD002521,PROD0031,5,15.13
ITEM0006213,ORD002522,PROD0139,3,135.03
ITEM0006214,ORD002523,PROD0001,3,342.2
ITEM0006215,ORD002523,PROD0114,3,45.61
ITEM0006216,ORD002523,PROD0042,3,394.4
ITEM0006217,ORD002524,PROD0120,4,261.92
ITEM0006218,ORD002524,PROD0021,3,487.35
ITEM0006219,ORD002524,PROD0024,2,594.24
ITEM0006220,ORD002525,PROD0132,1,316.5
ITEM0006221,ORD002526,PROD0127,3,9.71
ITEM0006222,ORD002527,PROD0149,4,139.28
ITEM0006223,ORD002527,PROD0055,4,408.1
ITEM0006224,ORD002527,PROD0056,5,249.02
ITEM0006225,ORD002527,PROD0040,4,508.7
ITEM0006226,ORD002528,PROD0013,1,196.91
ITEM0006227,ORD002528,PROD0097,1,53.1
ITEM0006228,ORD002529,PROD0023,5,414.75
ITEM0006229,ORD002529,PROD0036,2,33.3
ITEM0006230,ORD002529,PROD0081,3,318.7
ITEM0006231,ORD002530,PROD0022,3,380.56
ITEM0006232,ORD002530,PROD0079,3,61.84
ITEM0006233,ORD002531,PROD0028,2,463.5
ITEM0006234,ORD002531,PROD0076,1,277.07
ITEM0006235,ORD002531,PROD0098,5,351.41
ITEM0006236,ORD002532,PROD0003,2,4.27
ITEM0006237,ORD002532,PROD0072,2,226.81
ITEM0006238,ORD002533,PROD0038,3,216.74
ITEM0006239,ORD002534,PROD0080,2,392.58
ITEM0006240,ORD002535,PROD0011,1,325.01
ITEM0006241,ORD002535,PROD0128,4,403.21
ITEM0006242,ORD002535,PROD0040,4,508.7
ITEM0006243,ORD002535,PROD0100,3,208.15
ITEM0006244,ORD002536,PROD0052,1,436.28
ITEM0006245,ORD002536,PROD0049,5,106.04
ITEM0006246,ORD002537,PROD0093,2,573.11
ITEM0006247,ORD002537,PROD0026,4,585.88
ITEM0006248,ORD002537,PROD0135,5,427.2
ITEM0006249,ORD002537,PROD0102,5,266.91
ITEM0006250,ORD002538,PROD0097,4,53.1
ITEM0006251,ORD002539,PROD0080,2,392.58
ITEM0006252,ORD002540,PROD0140,2,496.11
ITEM0006253,ORD002540,PROD0020,5,124.89
ITEM0006254,ORD002540,PROD0116,5,366.52
ITEM0006255,ORD002540,PROD0035,1,27.57
ITEM0006256,ORD002541,PROD0067,4,363.03
ITEM0006257,ORD002541,PROD0066,3,370.45
ITEM0006258,ORD002541,PROD0136,2,485.57
ITEM0006259,ORD002542,PROD0100,2,208.15
ITEM0006260,ORD002542,PROD0016,5,30.39
ITEM0006261,ORD002543,PROD0082,5,196.55
ITEM0006262,ORD002544,PROD0143,5,453.59
ITEM0006263,ORD002544,PROD0003,3,4.27
ITEM0006264,ORD002544,PROD0055,4,408.1
ITEM0006265,ORD002544,PROD0114,5,45.61
ITEM0006266,ORD002545,PROD0061,4,683.51
ITEM0006267,ORD002546,PROD0036,3,33.3
ITEM0006268,ORD002546,PROD0070,4,271.29
ITEM0006269,ORD002546,PROD0124,2,173.3
ITEM0006270,ORD002546,PROD0071,5,402.73
ITEM0006271,ORD002547,PROD0103,1,305.68
ITEM0006272,ORD002547,PROD0065,4,153.97
ITEM0006273,ORD002547,PROD0004,5,129.15
ITEM0006274,ORD002548,PROD0081,3,318.7
ITEM0006275,ORD002548,PROD0088,4,51.09
ITEM0006276,ORD002549,PROD0035,4,27.57
ITEM0006277,ORD002549,PROD0108,1,332.49
ITEM0006278,ORD002550,PROD0060,5,497.77
ITEM0006279,ORD002550,PROD0143,2,453.59
ITEM0006280,ORD002550,PROD0105,5,308.26
ITEM0006281,ORD002550,PROD0138,3,43.7
ITEM0006282,ORD002551,PROD0111,3,408.22
ITEM0006283,ORD002551,PROD0023,5,414.75
ITEM0006284,ORD002551,PROD0016,2,30.39
ITEM0006285,ORD002551,PROD0059,3,254.01
ITEM0006286,ORD002552,PROD0002,1,112.42
ITEM0006287,ORD002552,PROD0103,4,305.68
