order_id,customer_id,order_date,channel,status
ORD001574,CUST00700,10-27-2023,Marketplace,Pending
ORD001575,CUST01138,10/08/2023,Marketplace,Returned
ORD001576,CUST00688,04-01-2024,Web,Completed
ORD001577,CUST00943,2023-01-08,Mobile App,Completed
ORD001578,CUST00990,2024-11-16,Web,Cancelled
ORD001579,CUST00723,2023-05-10,Web,Returned
ORD001580,CUST01036,06-15-2023,Web,Completed
ORD001581,CUST00942,11-06-2023,Web,Pending
ORD001582,CUST00144,02/07/2023,Marketplace,Cancelled
ORD001583,CUST00771,06/01/2024,Web,Completed
ORD001584,CUST00104,2024-10-03,Marketplace,Completed
ORD001585,CUST00284,09/05/2023,Mobile App,Cancelled
ORD001586,CUST00550,08-03-2025,Web,Completed
ORD001587,CUST00673,03-07-2024,Web,Completed
ORD001588,CUST00457,11/08/2023,Marketplace,Cancelled
ORD001589,CUST00169,2023-12-28,Marketplace,Completed
ORD001590,CUST00416,05-27-2023,Marketplace,Completed
ORD001591,CUST00139,06-04-2025,Mobile App,Completed
ORD001592,CUST00108,01/01/2025,Web,Returned
ORD001593,CUST00745,10/04/2025,Marketplace,Completed
ORD001594,CUST00376,03-21-2025,Mobile App,Completed
ORD001595,CUST00427,2023-02-21,Web,Completed
ORD001596,CUST00113,2023-09-05,Mobile App,Completed
ORD001597,CUST01095,29/05/2025,Web,Pending
ORD001598,CUST00761,12/04/2025,Web,Completed
ORD001599,CUST00458,01-16-2025,Mobile App,Cancelled
ORD001600,CUST01055,10-08-2024,Web,Completed
ORD001601,CUST00641,12/02/2023,Web,Completed
ORD001602,CUST00866,01-25-2023,Web,Returned
ORD001603,CUST00856,2025-01-20,Web,Returned
ORD001604,CUST00801,2024-11-03,Mobile App,Completed
ORD001605,CUST00722,04-01-2023,Marketplace,Completed
ORD001606,CUST00004,01-11-2025,Marketplace,Completed
ORD001607,CUST00820,10/09/2024,Marketplace,Pending
ORD001608,CUST00891,01-24-2024,Marketplace,Returned
ORD001609,CUST00622,2023-09-12,Marketplace,Completed
ORD001610,CUST00410,12/04/2023,Mobile App,Returned
ORD001611,CUST00119,17/12/2023,Marketplace,Completed
ORD001612,CUST01164,16/05/2025,Mobile App,Returned
ORD001613,CUST00597,17/08/2023,Web,Cancelled
ORD001614,CUST01049,26/09/2024,Marketplace,Completed
ORD001615,CUST00460,07/07/2025,Web,Completed
ORD001616,CUST00025,2023-12-11,Mobile App,Completed
ORD001617,CUST00971,02-05-2024,Mobile App,Pending
ORD001618,CUST00946,29/08/2023,Web,Completed
ORD001619,CUST00249,2024-09-10,Marketplace,Cancelled
ORD001620,CUST00775,11-04-2024,Marketplace,Completed
ORD001621,CUST00143,2024-06-12,Web,Pending
ORD001622,CUST00176,12-15-2024,Web,Completed
ORD001623,CUST00792,2024-04-09,Mobile App,Returned
ORD001624,CUST00968,06/09/2024,Web,Completed
ORD001625,CUST00506,2024-09-15,Marketplace,Completed
ORD001626,CUST00813,2023-09-05,Marketplace,Pending
ORD001627,CUST00681,30/10/2023,Web,Completed
ORD001628,CUST01150,01-23-2024,Marketplace,Cancelled
ORD001629,CUST00960,2023-01-05,Mobile App,Completed
ORD001630,CUST00910,2024-06-24,Web,Completed
ORD001631,CUST01063,11-07-2023,Marketplace,Returned
ORD001632,CUST01200,2024-08-20,Mobile App,Returned
ORD001633,CUST00312,2025-07-29,Marketplace,Pending
ORD001634,CUST00161,2025-08-05,Mobile App,Cancelled
ORD001635,CUST00208,2024-05-04,Mobile App,Completed
ORD001636,CUST00760,07/02/2025,Mobile App,Completed
ORD001637,CUST00203,01-11-2025,Mobile App,Completed
ORD001638,CUST00356,2024-02-03,Web,Completed
ORD001639,CUST00152,2024-03-01,Marketplace,Completed
ORD001640,CUST00474,2023-01-02,Marketplace,Returned
ORD001641,CUST01149,23/05/2025,Mobile App,Completed
ORD001642,CUST00955,2024-10-05,Marketplace,Completed
ORD001643,CUST01078,14/01/2025,Mobile App,Completed
ORD001644,CUST00948,20/03/2024,Web,Pending
ORD001645,CUST00287,03-18-2025,Web,Returned
ORD001646,CUST00618,12-01-2024,Mobile App,Pending
ORD001647,CUST00456,2023-08-15,Mobile App,Completed
ORD001648,CUST00175,11/05/2025,Mobile App,Returned
ORD001649,CUST00546,2024-02-04,Mobile App,Completed
ORD001650,CUST00810,2025-01-12,Web,Completed
ORD001651,CUST01163,16/05/2024,Web,Returned
ORD001652,CUST00444,05/02/2024,Web,Completed
ORD001653,CUST00511,02-02-2023,Marketplace,Returned
ORD001654,CUST00351,2025-03-29,Web,Completed
ORD001655,CUST00715,2023-06-02,Web,Completed
ORD001656,CUST00143,03-23-2024,Marketplace,Completed
ORD001657,CUST00622,12-06-2024,Mobile App,Returned
ORD001658,CUST00276,2023-05-13,Mobile App,Completed
ORD001659,CUST00563,22/07/2023,Mobile App,Pending
ORD001660,CUST00852,27/12/2024,Web,Completed
ORD001661,CUST00951,2023-01-05,Marketplace,Cancelled
ORD001662,CUST00349,2024-06-12,Marketplace,Completed
ORD001663,CUST00400,06/05/2023,Web,Returned
ORD001664,CUST00912,13/10/2024,Web,Completed
ORD001665,CUST00326,16/04/2025,Mobile App,Cancelled
ORD001666,CUST01093,07-01-2025,Web,Returned
ORD001667,CUST00668,24/01/2025,Marketplace,Completed
ORD001668,CUST00214,31/03/2023,Web,Cancelled
ORD001669,CUST00777,12-27-2024,Marketplace,Pending
ORD001670,CUST01016,15/10/2023,Web,Returned
ORD001671,CUST01183,06-24-2025,Web,Completed
ORD001672,CUST00452,08-05-2023,Marketplace,Completed
ORD001673,CUST00958,02-10-2024,Web,Completed
ORD001674,CUST01193,09-18-2024,Marketplace,Pending
ORD001675,CUST00873,19/05/2023,Marketplace,Pending
ORD001676,CUST01056,08-03-2023,Marketplace,Completed
ORD001677,CUST00879,01-08-2024,Mobile App,Completed
ORD001678,CUST00447,11-10-2023,Web,Completed
ORD001679,CUST00396,11-20-2023,Web,Returned
ORD001680,CUST00321,2023-06-02,Web,Returned
ORD001681,CUST00284,04-21-2025,Mobile App,Completed
ORD001682,CUST00923,09/06/2023,Marketplace,Returned
ORD001683,CUST00988,2024-05-13,Mobile App,Completed
ORD001684,CUST00964,2023-09-15,Web,Completed
ORD001685,CUST00191,2024-10-12,Mobile App,Returned
ORD001686,CUST00212,2025-07-16,Web,Pending
ORD001687,CUST00009,20/09/2023,Mobile App,Completed
ORD001688,CUST00639,2025-08-03,Web,Returned
ORD001689,CUST00060,2024-06-16,Marketplace,Returned
ORD001690,CUST01153,2023-01-18,Marketplace,Completed
ORD001691,CUST00077,03-18-2024,Mobile App,Completed
ORD001692,CUST01197,2025-05-18,Mobile App,Completed
ORD001693,CUST00235,2024-01-27,Marketplace,Completed
ORD001694,CUST00774,03-12-2025,Marketplace,Completed
ORD001695,CUST00327,27/06/2023,Web,Pending
ORD001696,CUST00949,03-31-2024,Mobile App,Completed
ORD001697,CUST00053,2023-03-23,Mobile App,Cancelled
ORD001698,CUST01031,16/08/2024,Web,Returned
ORD001699,CUST00527,27/07/2025,Web,Completed
ORD001700,CUST00889,2023-03-30,Marketplace,Cancelled
ORD001701,CUST00003,2023-12-16,Mobile App,Completed
ORD001702,CUST00296,04-22-2024,Marketplace,Completed
ORD001703,CUST00488,01-18-2024,Marketplace,Completed
ORD001704,CUST01140,28/11/2024,Marketplace,Completed
ORD001705,CUST00870,07-15-2024,Mobile App,Returned
ORD001706,CUST01138,24/01/2025,Web,Returned
ORD001707,CUST00471,12-21-2024,Marketplace,Completed
ORD001708,CUST00964,01-09-2024,Marketplace,Completed
ORD001709,CUST00529,11-16-2024,Web,Completed
ORD001710,CUST00385,02/09/2023,Marketplace,Pending
ORD001711,CUST00772,2025-02-24,Marketplace,Completed
ORD001712,CUST00559,08-25-2024,Web,Cancelled
ORD001713,CUST00093,21/11/2024,Mobile App,Completed
ORD001714,CUST00224,2023-04-10,Web,Returned
ORD001715,CUST01095,14/09/2023,Marketplace,Completed
ORD001716,CUST00564,12-10-2024,Web,Pending
ORD001717,CUST00318,12-21-2023,Mobile App,Returned
ORD001718,CUST00992,08-01-2025,Web,Returned
ORD001719,CUST00011,2023-10-29,Marketplace,Completed
ORD001720,CUST00371,09/03/2024,Mobile App,Cancelled
ORD001721,CUST01191,2024-12-09,Mobile App,Completed
ORD001722,CUST00314,10/05/2025,Marketplace,Completed
ORD001723,CUST00492,2025-06-07,Mobile App,Completed
ORD001724,CUST01008,03-11-2023,Mobile App,Returned
ORD001725,CUST00216,05-14-2023,Web,Completed
ORD001726,CUST01000,2024-07-06,Mobile App,Completed
ORD001727,CUST00679,09/06/2024,Mobile App,Completed
ORD001728,CUST01072,12-22-2024,Mobile App,Completed
ORD001729,CUST01078,18/02/2025,Web,Cancelled
ORD001730,CUST00344,04-14-2025,Marketplace,Cancelled
ORD001731,CUST01110,12-20-2024,Mobile App,Completed
ORD001732,CUST00373,11-12-2024,Web,Pending
ORD001733,CUST00265,29/05/2025,Mobile App,Returned
ORD001734,CUST00731,12-23-2024,Mobile App,Completed
ORD001735,CUST00260,06-24-2023,Mobile App,Pending
ORD001736,CUST00939,2024-10-26,Mobile App,Completed
ORD001737,CUST00142,01-04-2024,Mobile App,Returned
ORD001738,CUST00542,02-03-2025,Mobile App,Completed
ORD001739,CUST00722,01/07/2024,Marketplace,Completed
ORD001740,CUST00537,11-17-2023,Marketplace,Returned
ORD001741,CUST00462,2025-05-30,Marketplace,Cancelled
ORD001742,CUST00187,06/06/2025,Web,Cancelled
ORD001743,CUST01108,2024-11-20,Web,Completed
ORD001744,CUST00922,2024-05-17,Marketplace,Pending
ORD001745,CUST00754,27/01/2023,Mobile App,Returned
ORD001746,CUST00587,2025-07-08,Marketplace,Completed
ORD001747,CUST00808,27/10/2024,Web,Pending
ORD001748,CUST01007,10-30-2023,Mobile App,Completed
ORD001749,CUST00537,2024-04-19,Web,Cancelled
ORD001750,CUST00346,25/01/2025,Mobile App,Completed
ORD001751,CUST00182,04-22-2025,Web,Completed
ORD001752,CUST00518,2023-04-01,Marketplace,Completed
ORD001753,CUST00234,28/07/2023,Marketplace,Returned
ORD001754,CUST00361,02/07/2025,Mobile App,Cancelled
ORD001755,CUST00081,05/04/2023,Marketplace,Pending
ORD001756,CUST00619,08/04/2025,Web,Completed
ORD001757,CUST00074,2024-06-09,Web,Returned
ORD001758,CUST00479,17/02/2025,Marketplace,Completed
ORD001759,CUST00062,2023-04-25,Marketplace,Completed
ORD001760,CUST00157,09-20-2023,Mobile App,Pending
ORD001761,CUST01019,10-19-2024,Marketplace,Completed
ORD001762,CUST00901,2025-05-17,Web,Pending
ORD001763,CUST00945,2023-03-02,Mobile App,Completed
ORD001764,CUST00442,2025-05-14,Mobile App,Completed
ORD001765,CUST01110,05-08-2025,Web,Returned
ORD001766,CUST00440,30/07/2025,Marketplace,Pending
ORD001767,CUST01153,05-11-2025,Web,Completed
ORD001768,CUST00847,07/03/2024,Marketplace,Completed
ORD001769,CUST00734,09/06/2024,Web,Cancelled
ORD001770,CUST00900,07-02-2023,Web,Returned
ORD001771,CUST01058,2024-09-14,Mobile App,Returned
ORD001772,CUST00777,26/12/2023,Web,Returned
ORD001773,CUST00693,05-17-2025,Mobile App,Returned
ORD001774,CUST00547,2024-12-04,Marketplace,Completed
ORD001775,CUST01175,29/03/2023,Marketplace,Completed
ORD001776,CUST00532,2025-05-26,Web,Completed
ORD001777,CUST00687,06-16-2025,Web,Completed
ORD001778,CUST00174,01-29-2025,Mobile App,Pending
ORD001779,CUST00555,10/11/2023,Marketplace,Returned
ORD001780,CUST01054,12/09/2024,Marketplace,Completed
ORD001781,CUST00212,05-09-2023,Marketplace,Cancelled
ORD001782,CUST00591,06-27-2023,Marketplace,Returned
ORD001783,CUST00347,11-21-2024,Mobile App,Returned
ORD001784,CUST00968,2023-04-09,Mobile App,Cancelled
ORD001785,CUST00005,05-14-2024,Marketplace,Completed
ORD001786,CUST00528,18/09/2023,Marketplace,Returned
ORD001787,CUST01181,13/04/2024,Mobile App,Completed
ORD001788,CUST01015,2024-04-14,Web,Completed
ORD001789,CUST00195,2023-06-10,Marketplace,Returned
ORD001790,CUST01171,2024-08-22,Marketplace,Completed
ORD001791,CUST01085,2023-05-17,Marketplace,Completed
ORD001792,CUST00044,2024-04-02,Web,Completed
ORD001793,CUST00891,02-08-2025,Web,Completed
ORD001794,CUST01055,29/08/2023,Marketplace,Completed
ORD001795,CUST00973,28/03/2025,Marketplace,Pending
ORD001796,CUST00915,23/08/2024,Mobile App,Completed
ORD001797,CUST00463,2023-03-01,Web,Pending
ORD001798,CUST01055,2023-12-18,Marketplace,Completed
ORD001799,CUST00734,2025-05-10,Mobile App,Returned
ORD001800,CUST00449,05-24-2024,Web,Completed
ORD001801,CUST00640,05-26-2023,Web,Completed
ORD001802,CUST00478,2025-06-27,Marketplace,Completed
ORD001803,CUST01122,2024-10-02,Mobile App,Completed
ORD001804,CUST00233,03/05/2024,Marketplace,Returned
ORD001805,CUST00323,21/03/2024,Web,Completed
ORD001806,CUST00419,09-27-2023,Web,Cancelled
ORD001807,CUST01061,2025-06-02,Marketplace,Completed
ORD001808,CUST01045,01-19-2024,Marketplace,Completed
ORD001809,CUST00076,02-17-2024,Mobile App,Completed
ORD001810,CUST00183,06-30-2025,Web,Completed
ORD001811,CUST00422,08-09-2024,Mobile App,Completed
ORD001812,CUST01052,2024-05-17,Web,Completed
ORD001813,CUST00344,12-26-2023,Mobile App,Returned
ORD001814,CUST01124,15/06/2024,Mobile App,Returned
ORD001815,CUST00847,13/11/2023,Mobile App,Pending
ORD001816,CUST00120,03-16-2025,Marketplace,Completed
ORD001817,CUST00030,20/10/2023,Mobile App,Pending
ORD001818,CUST00479,06/07/2024,Marketplace,Completed
ORD001819,CUST00621,27/01/2025,Mobile App,Completed
ORD001820,CUST00439,2024-05-30,Mobile App,Completed
ORD001821,CUST00339,2023-09-29,Mobile App,Pending
ORD001822,CUST00729,2024-02-03,Web,Cancelled
ORD001823,CUST00904,10/10/2023,Mobile App,Returned
ORD001824,CUST00693,2023-02-15,Marketplace,Cancelled
ORD001825,CUST01114,03-01-2024,Marketplace,Returned
ORD001826,CUST00141,08/07/2023,Mobile App,Pending
ORD001827,CUST00248,2024-08-12,Marketplace,Pending
ORD001828,CUST00024,19/10/2024,Marketplace,Completed
ORD001829,CUST00451,2023-08-01,Web,Pending
ORD001830,CUST00544,02-12-2023,Web,Pending
ORD001831,CUST00523,2024-07-07,Mobile App,Completed
ORD001832,CUST00269,2025-01-08,Marketplace,Completed
ORD001833,CUST00151,15/03/2024,Mobile App,Returned
ORD001834,CUST00130,2024-07-09,Web,Returned
ORD001835,CUST01015,08-17-2024,Web,Completed
ORD001836,CUST00829,05-30-2025,Web,Completed
ORD001837,CUST00212,12-06-2024,Web,Completed
ORD001838,CUST01155,30/11/2023,Mobile App,Cancelled
ORD001839,CUST00936,26/09/2023,Mobile App,Completed
ORD001840,CUST00625,05-27-2023,Marketplace,Returned
ORD001841,CUST00908,18/07/2025,Web,Completed
ORD001842,CUST00400,2023-02-15,Mobile App,Pending
ORD001843,CUST00794,05-13-2023,Mobile App,Completed
ORD001844,CUST01107,13/02/2024,Web,Pending
ORD001845,CUST00846,05-09-2024,Web,Completed
ORD001846,CUST00416,2023-12-15,Mobile App,Pending
ORD001847,CUST00738,07-18-2025,Web,Completed
ORD001848,CUST00471,10-23-2023,Web,Completed
ORD001849,CUST00464,2025-01-12,Mobile App,Returned
ORD001850,CUST00995,2024-06-08,Mobile App,Returned
ORD001851,CUST00236,03-13-2024,Web,Completed
ORD001852,CUST01059,03-24-2023,Web,Returned
ORD001853,CUST00334,23/02/2024,Mobile App,Cancelled
ORD001854,CUST01012,04-23-2025,Web,Completed
ORD001855,CUST00512,15/09/2023,Mobile App,Completed
ORD001856,CUST00776,2024-12-26,Marketplace,Completed
ORD001857,CUST00280,2024-02-10,Web,Returned
ORD001858,CUST00527,20/03/2025,Web,Completed
ORD001859,CUST00729,05-26-2023,Marketplace,Completed
ORD001860,CUST00743,2023-08-21,Web,Completed
ORD001861,CUST00729,04-13-2025,Marketplace,Completed
ORD001862,CUST00976,08/06/2024,Web,Returned
ORD001863,CUST00450,2024-06-11,Mobile App,Completed
ORD001864,CUST00470,06-10-2025,Mobile App,Completed
ORD001865,CUST00241,11-16-2023,Marketplace,Cancelled
ORD001866,CUST00453,17/02/2024,Mobile App,Pending
ORD001867,CUST01104,2023-05-11,Marketplace,Pending
ORD001868,CUST00536,2024-12-26,Marketplace,Completed
ORD001869,CUST00076,10/07/2025,Mobile App,Returned
ORD001870,CUST00634,30/05/2025,Mobile App,Completed
ORD001871,CUST00971,02-14-2025,Web,Completed
ORD001872,CUST01132,04-05-2025,Marketplace,Completed
ORD001873,CUST01181,2024-05-23,Mobile App,Completed
ORD001874,CUST01138,01-25-2023,Marketplace,Cancelled
ORD001875,CUST00068,2023-04-07,Web,Completed
ORD001876,CUST00580,07-07-2023,Web,Completed
ORD001877,CUST00513,25/04/2025,Marketplace,Cancelled
ORD001878,CUST00986,08-18-2023,Marketplace,Completed
ORD001879,CUST00356,28/02/2023,Marketplace,Pending
ORD001880,CUST01002,2024-04-23,Web,Completed
ORD001881,CUST01131,12-05-2024,Marketplace,Returned
ORD001882,CUST00557,23/06/2025,Web,Completed
ORD001883,CUST01195,10/10/2024,Mobile App,Returned
ORD001884,CUST00489,09/10/2023,Mobile App,Pending
ORD001885,CUST01074,17/09/2024,Mobile App,Completed
ORD001886,CUST01090,2023-08-10,Marketplace,Cancelled
ORD001887,CUST00060,2024-05-01,Mobile App,Completed
ORD001888,CUST00792,2023-08-12,Marketplace,Completed
ORD001889,CUST00290,22/02/2024,Marketplace,Completed
ORD001890,CUST00280,14/07/2025,Web,Pending
ORD001891,CUST00226,11-29-2024,Mobile App,Completed
ORD001892,CUST00761,10-04-2023,Mobile App,Cancelled
ORD001893,CUST00958,01-30-2023,Mobile App,Pending
ORD001894,CUST01168,2023-04-23,Web,Completed
ORD001895,CUST01186,2023-03-09,Marketplace,Pending
ORD001896,CUST00467,09-18-2023,Mobile App,Completed
ORD001897,CUST00982,07-09-2023,Web,Cancelled
ORD001898,CUST01037,09-08-2023,Mobile App,Pending
ORD001899,CUST01129,07-29-2024,Marketplace,Completed
ORD001900,CUST00701,08/06/2023,Marketplace,Cancelled
ORD001901,CUST00078,2025-07-09,Marketplace,Cancelled
ORD001902,CUST00241,02/04/2025,Mobile App,Pending
ORD001903,CUST00241,05-30-2023,Marketplace,Completed
ORD001904,CUST00287,2024-12-17,Marketplace,Pending
ORD001905,CUST01058,03/01/2024,Mobile App,Cancelled
ORD001906,CUST00895,2023-10-09,Marketplace,Completed
ORD001907,CUST00957,03/12/2024,Marketplace,Pending
ORD001908,CUST01052,05-07-2023,Mobile App,Returned
ORD001909,CUST00236,06-25-2025,Mobile App,Returned
ORD001910,CUST00834,29/12/2024,Web,Completed
ORD001911,CUST01047,2023-03-21,Marketplace,Pending
ORD001912,CUST00557,01-17-2024,Web,Completed
ORD001913,CUST01011,03-05-2023,Mobile App,Pending
ORD001914,CUST01155,16/12/2023,Marketplace,Pending
ORD001915,CUST00314,2024-05-17,Marketplace,Completed
ORD001916,CUST00594,28/12/2023,Marketplace,Completed
ORD001917,CUST00850,02-29-2024,Web,Cancelled
ORD001918,CUST00966,26/07/2024,Web,Completed
ORD001919,CUST01061,06-02-2024,Mobile App,Returned
ORD001920,CUST01131,07-21-2023,Web,Completed
ORD001921,CUST00584,2023-02-19,Marketplace,Returned
ORD001922,CUST00484,07-10-2024,Marketplace,Completed
ORD001923,CUST00204,09/02/2025,Mobile App,Completed
ORD001924,CUST00563,2025-05-18,Mobile App,Completed
ORD001925,CUST01062,04-06-2023,Marketplace,Cancelled
ORD001926,CUST00189,09/04/2025,Mobile App,Pending
ORD001927,CUST00796,04/02/2024,Marketplace,Pending
ORD001928,CUST00299,09-06-2023,Marketplace,Returned
ORD001929,CUST00996,12-24-2024,Mobile App,Completed
ORD001930,CUST00667,22/11/2024,Marketplace,Completed
ORD001931,CUST00981,29/10/2024,Mobile App,Returned
ORD001932,CUST00519,2023-07-01,Web,Completed
ORD001933,CUST00512,2023-11-30,Marketplace,Cancelled
ORD001934,CUST00045,03/04/2025,Mobile App,Completed
ORD001935,CUST00655,02-20-2023,Web,Returned
ORD001936,CUST00098,09/03/2025,Web,Completed
ORD001937,CUST01006,2023-02-14,Mobile App,Completed
ORD001938,CUST00742,09-24-2024,Web,Completed
ORD001939,CUST00442,11-21-2023,Web,Completed
ORD001940,CUST00934,22/10/2023,Web,Pending
ORD001941,CUST00454,26/07/2023,Web,Completed
ORD001942,CUST00496,02-19-2024,Mobile App,Returned
ORD001943,CUST00016,29/06/2025,Marketplace,Pending
ORD001944,CUST00415,2025-04-09,Web,Completed
ORD001945,CUST00655,25/03/2023,Mobile App,Completed
ORD001946,CUST00222,12-24-2024,Web,Completed
ORD001947,CUST00678,2025-01-26,Marketplace,Completed
ORD001948,CUST01034,03/02/2023,Web,Completed
ORD001949,CUST00488,07/01/2023,Mobile App,Returned
ORD001950,CUST00068,10-17-2024,Web,Completed
ORD001951,CUST01105,19/01/2024,Marketplace,Completed
ORD001952,CUST00172,04/03/2025,Marketplace,Pending
ORD001953,CUST01064,09-08-2024,Mobile App,Returned
ORD001954,CUST00044,10/11/2024,Mobile App,Pending
ORD001955,CUST00922,04-24-2023,Marketplace,Pending
ORD001956,CUST00133,05-05-2023,Mobile App,Cancelled
ORD001957,CUST00452,2024-03-22,Marketplace,Returned
ORD001958,CUST00958,2023-02-20,Web,Completed
ORD001959,CUST01038,2023-05-13,Web,Cancelled
ORD001960,CUST00230,2024-08-30,Web,Completed
ORD001961,CUST00358,2023-12-27,Web,Completed
ORD001962,CUST00232,05-16-2024,Mobile App,Completed
ORD001963,CUST00962,2025-02-08,Web,Completed
ORD001964,CUST00305,26/01/2024,Web,Cancelled
ORD001965,CUST00432,2024-01-14,Marketplace,Completed
ORD001966,CUST01056,03-27-2025,Marketplace,Pending
ORD001967,CUST00323,02-17-2024,Marketplace,Cancelled
ORD001968,CUST00453,26/03/2023,Marketplace,Completed
ORD001969,CUST01153,22/03/2023,Mobile App,Completed
ORD001970,CUST00423,2023-12-25,Marketplace,Returned
ORD001971,CUST00289,10/07/2025,Web,Completed
ORD001972,CUST00409,2024-08-13,Mobile App,Cancelled
ORD001973,CUST00997,03-09-2025,Marketplace,Completed
ORD001974,CUST00852,09-17-2024,Marketplace,Completed
ORD001975,CUST00159,2023-04-14,Mobile App,Returned
ORD001976,CUST00334,2023-01-04,Web,Pending
ORD001977,CUST00009,2024-05-16,Mobile App,Completed
ORD001978,CUST00104,2024-03-03,Web,Cancelled
ORD001979,CUST00222,2024-02-05,Mobile App,Completed
ORD001980,CUST00350,19/06/2023,Marketplace,Completed
ORD001981,CUST00404,21/03/2024,Mobile App,Returned
ORD001982,CUST00138,03/12/2023,Marketplace,Pending
ORD001983,CUST00366,2023-06-24,Marketplace,Pending
ORD001984,CUST00554,2024-05-30,Mobile App,Completed
ORD001985,CUST00845,2023-11-26,Web,Completed
ORD001986,CUST00620,19/12/2024,Mobile App,Cancelled
ORD001987,CUST00853,16/11/2023,Marketplace,Returned
ORD001988,CUST01147,2024-11-01,Web,Completed
ORD001989,CUST00350,2025-06-27,Mobile App,Completed
ORD001990,CUST00506,05/05/2025,Web,Completed
ORD001991,CUST00620,02-23-2023,Marketplace,Pending
ORD001992,CUST01010,2025-07-28,Mobile App,Pending
ORD001993,CUST00480,08-17-2024,Mobile App,Returned
ORD001994,CUST00393,11-17-2024,Web,Pending
ORD001995,CUST00753,2024-08-15,Web,Pending
ORD001996,CUST00392,2023-11-23,Mobile App,Returned
ORD001997,CUST00406,12/03/2025,Mobile App,Completed
ORD001998,CUST00760,19/08/2024,Mobile App,Completed
ORD001999,CUST00726,04-23-2023,Marketplace,Completed
ORD002000,CUST00472,31/05/2025,Web,Completed
ORD002001,CUST01029,16/03/2025,Web,Returned
ORD002002,CUST01078,04-15-2025,Marketplace,Returned
ORD002003,CUST00246,2023-03-14,Mobile App,Returned
ORD002004,CUST00034,07-01-2024,Mobile App,Completed
ORD002005,CUST00482,04-13-2025,Web,Cancelled
ORD002006,CUST00190,2024-11-24,Web,Completed
ORD002007,CUST00049,2024-07-11,Mobile App,Completed
ORD002008,CUST00393,2023-07-08,Mobile App,Cancelled
ORD002009,CUST00043,29/10/2023,Web,Completed
ORD002010,CUST00751,12-08-2023,Mobile App,Cancelled
ORD002011,CUST00774,2025-03-24,Marketplace,Cancelled
ORD002012,CUST00458,21/09/2024,Marketplace,Returned
ORD002013,CUST00700,01-27-2025,Mobile App,Cancelled
ORD002014,CUST00063,05-25-2024,Marketplace,Completed
ORD002015,CUST00667,09-02-2023,Mobile App,Returned
ORD002016,CUST01155,20/11/2023,Web,Completed
ORD002017,CUST00153,25/02/2025,Web,Completed
ORD002018,CUST00074,04-05-2024,Marketplace,Cancelled
ORD002019,CUST00287,11-26-2024,Web,Completed
ORD002020,CUST00256,2025-03-12,Mobile App,Completed
ORD002021,CUST00032,02/07/2025,Web,Completed
ORD002022,CUST01020,03-02-2023,Mobile App,Cancelled
ORD002023,CUST00950,2023-09-08,Mobile App,Pending
ORD002024,CUST00906,10-01-2024,Marketplace,Cancelled
ORD002025,CUST00393,2023-03-02,Marketplace,Completed
ORD002026,CUST00166,08/07/2025,Web,Completed
ORD002027,CUST00961,2023-10-31,Marketplace,Completed
ORD002028,CUST00690,2023-09-22,Marketplace,Completed
ORD002029,CUST00210,09-11-2023,Mobile App,Returned
ORD002030,CUST00869,13/03/2025,Marketplace,Completed
ORD002031,CUST00638,10-04-2023,Web,Completed
ORD002032,CUST00430,25/03/2024,Marketplace,Completed
ORD002033,CUST00472,25/04/2025,Marketplace,Completed
ORD002034,CUST01042,04-01-2023,Marketplace,Returned
ORD002035,CUST00070,10/11/2023,Mobile App,Pending
ORD002036,CUST01047,2025-08-04,Mobile App,Completed
ORD002037,CUST00521,25/01/2023,Web,Pending
ORD002038,CUST00290,05-12-2025,Marketplace,Completed
ORD002039,CUST00474,02-06-2025,Marketplace,Pending
ORD002040,CUST01023,28/08/2024,Marketplace,Completed
ORD002041,CUST00590,11-28-2024,Marketplace,Pending
ORD002042,CUST00428,02-08-2024,Web,Completed
ORD002043,CUST00163,2023-05-06,Mobile App,Completed
ORD002044,CUST00731,06-23-2023,Marketplace,Completed
ORD002045,CUST00857,02-27-2025,Marketplace,Completed
ORD002046,CUST00003,16/05/2024,Web,Completed
ORD002047,CUST00740,13/07/2025,Mobile App,Completed
ORD002048,CUST01146,2023-07-19,Marketplace,Completed
ORD002049,CUST00467,2023-04-18,Marketplace,Completed
ORD002050,CUST00765,09-13-2024,Marketplace,Completed
ORD002051,CUST00979,2023-03-29,Web,Cancelled
ORD002052,CUST01057,08/01/2025,Mobile App,Completed
ORD002053,CUST00025,06-23-2023,Mobile App,Completed
ORD002054,CUST00993,29/11/2023,Marketplace,Cancelled
ORD002055,CUST00806,12/05/2023,Web,Cancelled
ORD002056,CUST00822,2023-05-30,Mobile App,Completed
ORD002057,CUST00860,07-31-2024,Marketplace,Pending
ORD002058,CUST00879,2023-10-24,Marketplace,Completed
ORD002059,CUST00328,10-13-2023,Web,Pending
ORD002060,CUST01069,31/05/2023,Web,Completed
ORD002061,CUST00412,03/02/2024,Web,Pending
ORD002062,CUST00702,05/03/2025,Web,Completed
ORD002063,CUST00236,2024-01-12,Web,Returned
ORD002064,CUST00095,2024-12-15,Web,Completed
ORD002065,CUST00909,06-05-2025,Mobile App,Pending
ORD002066,CUST00558,2024-01-22,Mobile App,Pending
ORD002067,CUST01000,13/11/2023,Web,Completed
